Experience ID,Activity Name,Experience Name,Short Description,Category,Destination,Duration (hrs),Price (EUR),Rating,Review Count,Main Features,Monthly Availability
EXP_104147,Transfers in Tenerife,Traslado de ida y vuelta al aeropuerto con silla infantil incluida 24 horas,"Ambos trayectos cubiertos, con silla infantil incluida. Tenerife.",Transfers,Tenerife,5.3,52.85,4.1,794,"['Mobile ticket', 'Free cancellation', 'Instant confirmation']","[86, 70, 53, 56, 75, 58, 114, 76, 42, 49, 44, 70]"
EXP_104148,Attractions & Guided Tours in Malaga,Free tour por el Museo Picasso con guía local,Paseo introductorio por el Museo Picasso con anécdotas e historia.,Attractions & Guided Tours,Malaga,4.3,110.65,3.8,916,"['Mobile ticket', 'Instant confirmation']","[68, 85, 62, 89, 117, 131, 84, 111, 67, 56, 32, 30]"
EXP_104149,Transfers in Palma de Mallorca,Traslado de ida y vuelta al aeropuerto en taxi oficial,"Ambos trayectos cubiertos, en taxi oficial. Palma de Mallorca.",Transfers,Palma de Mallorca,7.5,192.96,4.2,1244,"['Free cancellation', 'Skip-the-line', 'Instant confirmation']","[27, 35, 49, 88, 102, 81, 265, 109, 71, 78, 36, 24]"
EXP_104150,Excursions & Day Trips in Malaga,Excursión al atardecer a Nerja para toda la familia,Vive la puesta de sol en Nerja en grupo reducido.,Excursions & Day Trips,Malaga,5.8,225.35,3.7,708,"['Skip-the-line', 'Instant confirmation', 'Wheelchair accessible', 'Mobile ticket']","[44, 38, 56, 110, 88, 107, 116, 105, 77, 47, 29, 20]"
EXP_104151,Local Experiences in Tenerife,Clase de cocina: mojos y papas arrugadas con recogida en el hotel,"Sesión práctica para dominar mojos y papas arrugadas, con receta incluida.",Local Experiences,Tenerife,2.8,140.25,4.7,377,"['Wheelchair accessible', 'Mobile ticket']","[105, 83, 39, 95, 68, 79, 63, 48, 42, 92, 39, 44]"
EXP_104152,Tickets and Events in Gran Canaria,Espectáculo tradicional en Vegueta edición premium,Función de música y danza tradicional en Vegueta.,Tickets and Events,Gran Canaria,1.3,246.16,4.2,883,"['Wheelchair accessible', 'Free cancellation', 'Instant confirmation']","[92, 65, 103, 94, 87, 70, 94, 143, 57, 109, 98, 81]"
EXP_104153,Tickets and Events in Gran Canaria,Entrada combinada: la Catedral de Santa Ana en grupo reducido,Ticket combinado que incluye la Catedral de Santa Ana y museos asociados.,Tickets and Events,Gran Canaria,3.5,80.25,3.8,643,"['Skip-the-line', 'Mobile ticket', 'Instant confirmation']","[117, 110, 77, 59, 108, 65, 73, 88, 95, 79, 73, 116]"
EXP_104154,Tickets and Events in Madrid,Entrada sin colas a el Retiro con recogida en el hotel,"Acceso prioritario a el Retiro, sin esperas.",Tickets and Events,Madrid,6.5,239.3,4.1,1162,"['Instant confirmation', 'Skip-the-line', 'Mobile ticket', 'Wheelchair accessible']","[68, 62, 85, 82, 83, 85, 67, 82, 56, 108, 58, 47]"
EXP_104155,Attractions & Guided Tours in Malaga,Free tour por el Teatro Romano edición premium,Paseo introductorio por el Teatro Romano con anécdotas e historia.,Attractions & Guided Tours,Malaga,7.7,207.71,4.2,132,"['Skip-the-line', 'Instant confirmation']","[48, 58, 64, 70, 124, 81, 74, 99, 170, 57, 40, 36]"
EXP_104156,Attractions & Guided Tours in Madrid,Free tour por el Madrid de los Austrias con guía local,Paseo introductorio por el Madrid de los Austrias con anécdotas e historia.,Attractions & Guided Tours,Madrid,5.7,114.4,4.3,1187,"['Skip-the-line', 'Free cancellation', 'Wheelchair accessible']","[97, 62, 54, 81, 81, 78, 48, 51, 97, 80, 80, 63]"
EXP_104157,Transfers in Palma de Mallorca,Chófer por horas en vehículo eléctrico con seguimiento de vuelo,"Vehículo con conductor a tu disposición, en vehículo eléctrico. Palma de Mallorca.",Transfers,Palma de Mallorca,1.4,177.1,3.6,455,"['Wheelchair accessible', 'Free cancellation']","[53, 54, 57, 104, 87, 190, 182, 121, 101, 74, 37, 44]"
EXP_104158,Local Experiences in Madrid,Cata de cocido madrileño,Degustación comentada de cocido madrileño en un local con encanto.,Local Experiences,Madrid,6.7,207.99,3.9,1376,"['Wheelchair accessible', 'Skip-the-line']","[69, 56, 79, 109, 120, 86, 62, 67, 75, 49, 63, 85]"
EXP_104159,Excursions & Day Trips in Palma de Mallorca,Ruta guiada por la Serra de Tramuntana edición premium,Recorrido guiado por la Serra de Tramuntana con paradas panorámicas.,Excursions & Day Trips,Palma de Mallorca,3.3,125.51,4.4,1488,"['Skip-the-line', 'Instant confirmation']","[31, 40, 80, 68, 92, 156, 135, 122, 164, 52, 25, 27]"
EXP_104160,Excursions & Day Trips in Palma de Mallorca,Senderismo por Sóller para toda la familia,Caminata de dificultad moderada por los senderos de Sóller.,Excursions & Day Trips,Palma de Mallorca,3.0,152.2,3.9,1452,"['Mobile ticket', 'Wheelchair accessible', 'Instant confirmation']","[17, 16, 49, 37, 56, 84, 146, 69, 46, 40, 27, 13]"
EXP_104161,Transfers in Valencia,Traslado compartido aeropuerto-ciudad con silla infantil incluida con cancelación gratuita,"Opción económica con paradas limitadas, con silla infantil incluida. Valencia.",Transfers,Valencia,1.4,10.61,3.7,1302,"['Skip-the-line', 'Wheelchair accessible']","[73, 95, 57, 87, 66, 100, 108, 58, 100, 97, 61, 45]"
EXP_104162,Excursions & Day Trips in Seville,Paseo en barco por Carmona en grupo reducido,Navegación tranquila con vistas a Carmona.,Excursions & Day Trips,Seville,6.5,240.74,4.1,649,"['Mobile ticket', 'Wheelchair accessible']","[98, 132, 112, 102, 90, 76, 55, 67, 107, 80, 56, 55]"
EXP_104163,Tickets and Events in Gran Canaria,Entrada combinada: el Puerto de Las Palmas en grupo reducido,Ticket combinado que incluye el Puerto de Las Palmas y museos asociados.,Tickets and Events,Gran Canaria,4.6,45.24,4.3,1116,"['Mobile ticket', 'Skip-the-line']","[90, 49, 66, 63, 54, 90, 93, 79, 98, 80, 65, 58]"
EXP_104164,Excursions & Day Trips in Malaga,Escapada rural a el Caminito del Rey con guía local,Jornada completa en el Caminito del Rey con tiempo libre para explorar.,Excursions & Day Trips,Malaga,2.0,156.69,4.9,163,"['Skip-the-line', 'Mobile ticket', 'Wheelchair accessible']","[42, 57, 63, 60, 88, 135, 79, 163, 122, 62, 39, 34]"
EXP_104165,Transfers in Gran Canaria,Chófer por horas en taxi oficial,"Vehículo con conductor a tu disposición, en taxi oficial. Gran Canaria.",Transfers,Gran Canaria,2.4,193.5,3.5,822,"['Skip-the-line', 'Instant confirmation', 'Wheelchair accessible']","[99, 108, 102, 74, 52, 69, 48, 93, 64, 62, 82, 54]"
EXP_104166,Tickets and Events in Gran Canaria,Noche de música en vivo en Triana,Sesión íntima de artistas locales en Triana.,Tickets and Events,Gran Canaria,3.6,36.58,4.0,499,"['Wheelchair accessible', 'Skip-the-line', 'Mobile ticket']","[79, 63, 65, 65, 93, 67, 92, 97, 74, 39, 57, 48]"
EXP_104167,Transfers in Palma de Mallorca,Traslado privado aeropuerto-hotel en autobús lanzadera puerta a puerta,"Conductor esperándote a la llegada, trayecto directo en autobús lanzadera. Palma de Mallorca.",Transfers,Palma de Mallorca,2.2,99.59,4.1,1130,"['Free cancellation', 'Mobile ticket']","[84, 39, 45, 43, 83, 133, 186, 100, 142, 70, 34, 33]"
EXP_104168,Transfers in Tenerife,Traslado compartido aeropuerto-ciudad en monovolumen para grupos con cancelación gratuita,"Opción económica con paradas limitadas, en monovolumen para grupos. Tenerife.",Transfers,Tenerife,3.1,167.59,4.9,1400,"['Free cancellation', 'Instant confirmation']","[147, 93, 67, 89, 83, 73, 109, 50, 83, 94, 53, 56]"
EXP_104169,Excursions & Day Trips in Tenerife,Ruta guiada por el Valle de La Orotava con degustación incluida,Recorrido guiado por el Valle de La Orotava con paradas panorámicas.,Excursions & Day Trips,Tenerife,3.8,56.16,3.9,1318,"['Skip-the-line', 'Free cancellation', 'Wheelchair accessible']","[114, 102, 103, 54, 62, 66, 45, 76, 62, 74, 52, 89]"
EXP_104170,Excursions & Day Trips in Seville,Safari fotográfico por Carmona con degustación incluida,Captura los mejores rincones de Carmona con un guía fotógrafo.,Excursions & Day Trips,Seville,7.0,147.19,4.2,614,"['Skip-the-line', 'Instant confirmation', 'Free cancellation', 'Mobile ticket']","[77, 133, 129, 126, 77, 52, 85, 79, 94, 92, 76, 45]"
EXP_104171,Local Experiences in Valencia,Cata de paella valenciana con guía local,Degustación comentada de paella valenciana en un local con encanto.,Local Experiences,Valencia,2.0,117.93,3.9,435,"['Instant confirmation', 'Skip-the-line', 'Wheelchair accessible']","[60, 86, 99, 80, 134, 124, 88, 71, 96, 63, 46, 59]"
EXP_104172,Excursions & Day Trips in Seville,Escapada rural a las Marismas al amanecer,Jornada completa en las Marismas con tiempo libre para explorar.,Excursions & Day Trips,Seville,7.6,222.18,3.6,524,"['Free cancellation', 'Skip-the-line', 'Instant confirmation']","[60, 71, 72, 44, 87, 39, 41, 41, 118, 113, 43, 30]"
EXP_104173,Attractions & Guided Tours in Seville,Recorrido histórico por el barrio de Santa Cruz con recogida en el hotel,Viaja al pasado de el barrio de Santa Cruz de la mano de un historiador.,Attractions & Guided Tours,Seville,4.6,64.01,4.1,121,"['Skip-the-line', 'Instant confirmation', 'Wheelchair accessible']","[55, 89, 84, 78, 82, 82, 62, 60, 85, 89, 78, 71]"
EXP_104174,Transfers in Seville,Traslado compartido aeropuerto-ciudad con silla infantil incluida 24 horas,"Opción económica con paradas limitadas, con silla infantil incluida. Seville.",Transfers,Seville,7.1,136.6,4.0,85,"['Skip-the-line', 'Instant confirmation']","[36, 63, 65, 60, 63, 70, 53, 49, 55, 49, 41, 47]"
EXP_104175,Excursions & Day Trips in Tenerife,Ruta en bicicleta por Garachico con guía local,Pedalea por Garachico con bicicleta y casco incluidos.,Excursions & Day Trips,Tenerife,2.5,202.08,4.4,1405,"['Mobile ticket', 'Skip-the-line', 'Wheelchair accessible']","[96, 70, 98, 76, 33, 67, 90, 83, 75, 62, 63, 69]"
EXP_104176,Local Experiences in Valencia,Visita al mercado y degustación de paella valenciana con guía local,Paseo entre puestos históricos con parada para probar paella valenciana.,Local Experiences,Valencia,4.3,62.2,4.0,1474,"['Free cancellation', 'Skip-the-line', 'Mobile ticket', 'Instant confirmation']","[65, 59, 101, 116, 73, 66, 71, 101, 89, 73, 57, 45]"
EXP_104177,Attractions & Guided Tours in Seville,Tour nocturno por la Catedral y la Giralda con degustación incluida,"Recorre la Catedral y la Giralda iluminado, lejos de las aglomeraciones.",Attractions & Guided Tours,Seville,7.7,134.82,4.1,1198,"['Free cancellation', 'Instant confirmation', 'Wheelchair accessible']","[34, 55, 108, 82, 78, 69, 38, 53, 79, 55, 60, 69]"
EXP_104178,Transfers in Gran Canaria,Traslado al puerto de cruceros en sedán premium puerta a puerta,"Llega a tu crucero sin estrés, en sedán premium. Gran Canaria.",Transfers,Gran Canaria,4.6,196.96,4.0,79,"['Instant confirmation', 'Free cancellation', 'Mobile ticket']","[97, 60, 94, 66, 78, 63, 88, 124, 77, 52, 84, 81]"
EXP_104179,Tickets and Events in Madrid,Festival gastronómico: cocido madrileño al amanecer,Jornada festiva en torno a cocido madrileño con degustaciones.,Tickets and Events,Madrid,2.3,150.38,4.5,76,"['Wheelchair accessible', 'Mobile ticket', 'Skip-the-line']","[112, 139, 0, 108, 0, 115, 0, 0, 139, 0, 108, 119]"
EXP_104180,Excursions & Day Trips in Seville,Safari fotográfico por Itálica en grupo reducido,Captura los mejores rincones de Itálica con un guía fotógrafo.,Excursions & Day Trips,Seville,6.0,221.68,4.1,839,"['Free cancellation', 'Instant confirmation', 'Skip-the-line']","[69, 64, 73, 128, 165, 65, 67, 36, 116, 81, 68, 66]"
EXP_104181,Excursions & Day Trips in Barcelona,Escapada rural a el Montseny edición premium,Jornada completa en el Montseny con tiempo libre para explorar.,Excursions & Day Trips,Barcelona,1.5,240.0,4.2,1129,"['Free cancellation', 'Wheelchair accessible', 'Skip-the-line', 'Mobile ticket']","[24, 88, 41, 62, 86, 67, 48, 62, 35, 42, 54, 23]"
EXP_104182,Tickets and Events in Madrid,Entrada combinada: el Reina Sofía con recogida en el hotel,Ticket combinado que incluye el Reina Sofía y museos asociados.,Tickets and Events,Madrid,5.4,169.91,4.3,1471,"['Free cancellation', 'Instant confirmation', 'Mobile ticket', 'Wheelchair accessible']","[58, 117, 72, 63, 88, 66, 34, 46, 130, 83, 102, 53]"
EXP_104183,Transfers in Barcelona,Chófer por horas con silla infantil incluida con cancelación gratuita,"Vehículo con conductor a tu disposición, con silla infantil incluida. Barcelona.",Transfers,Barcelona,2.4,191.23,4.7,607,"['Skip-the-line', 'Instant confirmation', 'Wheelchair accessible', 'Mobile ticket']","[62, 65, 68, 89, 70, 129, 112, 89, 90, 70, 40, 46]"
EXP_104184,Excursions & Day Trips in Tenerife,Ruta guiada por Los Gigantes con degustación incluida,Recorrido guiado por Los Gigantes con paradas panorámicas.,Excursions & Day Trips,Tenerife,4.9,127.25,3.7,308,"['Free cancellation', 'Wheelchair accessible', 'Skip-the-line']","[83, 68, 84, 72, 50, 46, 82, 75, 50, 45, 49, 70]"
EXP_104185,Excursions & Day Trips in Palma de Mallorca,Excursión al atardecer a Sóller para toda la familia,Vive la puesta de sol en Sóller en grupo reducido.,Excursions & Day Trips,Palma de Mallorca,1.6,91.5,4.0,626,"['Mobile ticket', 'Wheelchair accessible']","[60, 48, 58, 174, 123, 139, 172, 154, 181, 53, 42, 28]"
EXP_104186,Tickets and Events in Seville,Entrada combinada: el Real Alcázar con guía local,Ticket combinado que incluye el Real Alcázar y museos asociados.,Tickets and Events,Seville,7.7,198.07,4.5,207,"['Skip-the-line', 'Mobile ticket']","[61, 70, 80, 92, 75, 67, 49, 110, 107, 94, 61, 77]"
EXP_104187,Attractions & Guided Tours in Malaga,Tour de leyendas y misterios por el centro histórico con guía local,Historias sorprendentes en torno a el centro histórico al caer la tarde.,Attractions & Guided Tours,Malaga,4.6,50.17,5.0,1471,"['Mobile ticket', 'Wheelchair accessible', 'Instant confirmation']","[60, 62, 64, 92, 140, 99, 116, 106, 99, 61, 39, 47]"
EXP_104188,Local Experiences in Malaga,Experiencia gastronómica: vinos dulces de Málaga,Menú degustación en torno a vinos dulces de Málaga con maridaje.,Local Experiences,Malaga,3.6,35.66,4.2,504,"['Free cancellation', 'Skip-the-line', 'Wheelchair accessible', 'Instant confirmation']","[51, 74, 59, 66, 88, 59, 118, 105, 97, 77, 27, 22]"
EXP_104189,Excursions & Day Trips in Gran Canaria,Excursión a Tejeda,Escapada de un día a Tejeda con transporte de ida y vuelta.,Excursions & Day Trips,Gran Canaria,7.1,222.95,3.5,1043,"['Instant confirmation', 'Mobile ticket', 'Free cancellation']","[119, 79, 115, 99, 91, 87, 123, 119, 72, 41, 75, 89]"
EXP_104190,Excursions & Day Trips in Barcelona,Excursión a el Montseny edición premium,Escapada de un día a el Montseny con transporte de ida y vuelta.,Excursions & Day Trips,Barcelona,7.2,75.16,3.6,483,"['Instant confirmation', 'Free cancellation']","[53, 55, 60, 62, 66, 100, 124, 63, 78, 81, 49, 57]"
EXP_104191,Local Experiences in Seville,Cata de vinos de Jerez,Degustación comentada de vinos de Jerez en un local con encanto.,Local Experiences,Seville,6.9,217.33,4.4,929,"['Mobile ticket', 'Free cancellation']","[71, 67, 64, 108, 65, 49, 49, 44, 65, 63, 50, 49]"
EXP_104192,Transfers in Malaga,Traslado al puerto de cruceros en sedán premium con seguimiento de vuelo,"Llega a tu crucero sin estrés, en sedán premium. Malaga.",Transfers,Malaga,5.0,205.15,4.7,339,"['Instant confirmation', 'Wheelchair accessible']","[38, 67, 56, 94, 124, 111, 190, 141, 71, 112, 56, 36]"
EXP_104193,Attractions & Guided Tours in Madrid,Visita guiada a el Museo del Prado con guía local,Descubre el Museo del Prado con un guía oficial y grupo reducido.,Attractions & Guided Tours,Madrid,7.2,142.66,5.0,578,"['Free cancellation', 'Mobile ticket']","[69, 48, 87, 102, 75, 65, 76, 93, 113, 104, 127, 94]"
EXP_104194,Excursions & Day Trips in Gran Canaria,Safari fotográfico por el Roque Nublo con guía local,Captura los mejores rincones de el Roque Nublo con un guía fotógrafo.,Excursions & Day Trips,Gran Canaria,8.0,37.97,4.8,941,"['Wheelchair accessible', 'Free cancellation', 'Mobile ticket']","[143, 91, 79, 95, 53, 79, 71, 96, 76, 76, 70, 86]"
EXP_104195,Attractions & Guided Tours in Madrid,Visita con acceso preferente a el Museo del Prado en grupo reducido,Entra sin esperas a el Museo del Prado con entrada incluida.,Attractions & Guided Tours,Madrid,4.5,103.02,4.4,918,"['Free cancellation', 'Skip-the-line', 'Instant confirmation']","[116, 71, 102, 98, 117, 92, 125, 85, 137, 83, 89, 80]"
EXP_104196,Transfers in Valencia,Chófer por horas en autobús lanzadera,"Vehículo con conductor a tu disposición, en autobús lanzadera. Valencia.",Transfers,Valencia,1.4,131.55,4.8,926,"['Free cancellation', 'Wheelchair accessible', 'Skip-the-line']","[68, 50, 49, 68, 94, 70, 102, 75, 48, 80, 59, 51]"
EXP_104197,Transfers in Tenerife,Traslado de ida y vuelta al aeropuerto en sedán premium con espera incluida,"Ambos trayectos cubiertos, en sedán premium. Tenerife.",Transfers,Tenerife,2.5,112.33,4.9,645,"['Skip-the-line', 'Instant confirmation', 'Free cancellation']","[82, 68, 54, 87, 57, 65, 59, 78, 79, 63, 65, 79]"
EXP_104198,Local Experiences in Tenerife,Ruta de tapas por el barrio de El Toscal en grupo reducido,Recorrido gastronómico por los bares clásicos de el barrio de El Toscal.,Local Experiences,Tenerife,4.0,96.01,4.2,208,"['Instant confirmation', 'Mobile ticket', 'Wheelchair accessible']","[90, 86, 70, 62, 57, 68, 55, 73, 96, 61, 40, 54]"
EXP_104199,Excursions & Day Trips in Palma de Mallorca,Senderismo por Sóller con recogida en el hotel,Caminata de dificultad moderada por los senderos de Sóller.,Excursions & Day Trips,Palma de Mallorca,4.6,161.68,4.7,741,"['Mobile ticket', 'Wheelchair accessible']","[26, 24, 32, 41, 73, 145, 95, 123, 70, 41, 23, 11]"
EXP_104200,Tickets and Events in Gran Canaria,Festival gastronómico: ron y café de Agaete,Jornada festiva en torno a ron y café de Agaete con degustaciones.,Tickets and Events,Gran Canaria,4.2,206.2,4.3,149,"['Free cancellation', 'Wheelchair accessible']","[87, 59, 66, 43, 50, 58, 48, 41, 36, 42, 48, 45]"
EXP_104201,Local Experiences in Barcelona,Ruta de tapas por Gràcia en grupo reducido,Recorrido gastronómico por los bares clásicos de Gràcia.,Local Experiences,Barcelona,3.4,167.91,4.6,1303,"['Mobile ticket', 'Wheelchair accessible']","[48, 69, 60, 64, 102, 96, 64, 58, 57, 65, 71, 72]"
EXP_104202,Transfers in Malaga,Chófer por horas en minivan con cancelación gratuita,"Vehículo con conductor a tu disposición, en minivan. Malaga.",Transfers,Malaga,4.9,23.59,3.8,1162,"['Skip-the-line', 'Wheelchair accessible']","[70, 103, 84, 127, 91, 75, 137, 116, 214, 77, 38, 49]"
EXP_104203,Attractions & Guided Tours in Madrid,Tour de leyendas y misterios por el Retiro edición premium,Historias sorprendentes en torno a el Retiro al caer la tarde.,Attractions & Guided Tours,Madrid,3.0,77.83,4.5,762,"['Wheelchair accessible', 'Mobile ticket']","[59, 77, 94, 63, 120, 99, 73, 98, 72, 95, 76, 59]"
EXP_104204,Tickets and Events in Seville,Festival gastronómico: jamón ibérico,Jornada festiva en torno a jamón ibérico con degustaciones.,Tickets and Events,Seville,1.1,191.36,3.9,532,"['Mobile ticket', 'Skip-the-line', 'Wheelchair accessible']","[38, 80, 70, 71, 45, 52, 34, 61, 71, 66, 53, 39]"
EXP_104205,Transfers in Gran Canaria,Traslado al puerto de cruceros en autobús lanzadera puerta a puerta,"Llega a tu crucero sin estrés, en autobús lanzadera. Gran Canaria.",Transfers,Gran Canaria,3.2,136.7,3.8,1331,"['Instant confirmation', 'Skip-the-line']","[106, 119, 88, 55, 89, 57, 75, 71, 35, 72, 115, 76]"
EXP_104206,Attractions & Guided Tours in Barcelona,Visita guiada a el Palau de la Música en grupo reducido,Descubre el Palau de la Música con un guía oficial y grupo reducido.,Attractions & Guided Tours,Barcelona,7.2,30.49,4.2,366,"['Skip-the-line', 'Free cancellation']","[95, 46, 57, 57, 64, 71, 98, 51, 60, 61, 61, 25]"
EXP_104207,Tickets and Events in Barcelona,Noche de música en vivo en el Born con degustación incluida,Sesión íntima de artistas locales en el Born.,Tickets and Events,Barcelona,6.9,157.8,3.9,235,"['Mobile ticket', 'Wheelchair accessible']","[41, 62, 89, 64, 90, 129, 81, 73, 83, 69, 61, 52]"
EXP_104208,Local Experiences in Seville,Velada tradicional en la Alameda edición premium,Noche de música y cultura local en la Alameda.,Local Experiences,Seville,3.9,179.61,5.0,534,"['Skip-the-line', 'Mobile ticket', 'Instant confirmation', 'Free cancellation']","[82, 77, 136, 97, 92, 63, 64, 77, 85, 105, 88, 51]"
EXP_104209,Local Experiences in Tenerife,Visita al mercado y degustación de mojos y papas arrugadas,Paseo entre puestos históricos con parada para probar mojos y papas arrugadas.,Local Experiences,Tenerife,7.3,92.18,5.0,948,"['Free cancellation', 'Wheelchair accessible']","[79, 133, 69, 88, 61, 74, 64, 51, 62, 80, 82, 77]"
EXP_104210,Excursions & Day Trips in Seville,Ruta guiada por la Sierra Norte para toda la familia,Recorrido guiado por la Sierra Norte con paradas panorámicas.,Excursions & Day Trips,Seville,1.0,16.63,4.7,1117,"['Mobile ticket', 'Skip-the-line', 'Free cancellation', 'Instant confirmation']","[57, 101, 83, 93, 75, 60, 49, 64, 67, 84, 55, 64]"
EXP_104211,Excursions & Day Trips in Gran Canaria,Escapada rural a Tejeda al amanecer,Jornada completa en Tejeda con tiempo libre para explorar.,Excursions & Day Trips,Gran Canaria,2.4,24.58,3.9,552,"['Instant confirmation', 'Skip-the-line']","[100, 60, 84, 61, 72, 53, 83, 95, 63, 107, 69, 101]"
EXP_104212,Transfers in Malaga,Traslado nocturno en autobús lanzadera con cancelación gratuita,"Servicio disponible en horario nocturno, en autobús lanzadera. Malaga.",Transfers,Malaga,4.0,185.34,4.4,596,"['Free cancellation', 'Mobile ticket', 'Instant confirmation']","[89, 34, 87, 90, 91, 77, 97, 75, 160, 71, 28, 24]"
EXP_104213,Transfers in Madrid,Traslado al puerto de cruceros en autobús lanzadera con cancelación gratuita,"Llega a tu crucero sin estrés, en autobús lanzadera. Madrid.",Transfers,Madrid,2.7,130.78,4.9,895,"['Mobile ticket', 'Skip-the-line', 'Free cancellation', 'Wheelchair accessible']","[53, 124, 96, 114, 104, 118, 75, 83, 106, 73, 73, 78]"
EXP_104214,Transfers in Tenerife,Traslado privado aeropuerto-hotel en taxi oficial 24 horas,"Conductor esperándote a la llegada, trayecto directo en taxi oficial. Tenerife.",Transfers,Tenerife,6.7,87.57,5.0,950,"['Mobile ticket', 'Wheelchair accessible', 'Instant confirmation']","[98, 113, 80, 68, 71, 64, 74, 113, 63, 72, 56, 97]"
EXP_104215,Attractions & Guided Tours in Barcelona,Recorrido histórico por el Palau de la Música edición premium,Viaja al pasado de el Palau de la Música de la mano de un historiador.,Attractions & Guided Tours,Barcelona,6.0,24.99,3.6,1049,"['Free cancellation', 'Skip-the-line', 'Wheelchair accessible']","[36, 47, 70, 47, 79, 39, 51, 62, 110, 55, 47, 57]"
EXP_104216,Transfers in Valencia,Traslado al puerto de cruceros con silla infantil incluida puerta a puerta,"Llega a tu crucero sin estrés, con silla infantil incluida. Valencia.",Transfers,Valencia,2.2,184.69,3.8,1371,"['Wheelchair accessible', 'Skip-the-line']","[39, 27, 97, 77, 61, 73, 105, 72, 66, 91, 31, 49]"
EXP_104217,Tickets and Events in Valencia,Entrada combinada: la Catedral con degustación incluida,Ticket combinado que incluye la Catedral y museos asociados.,Tickets and Events,Valencia,4.6,32.38,4.9,730,"['Instant confirmation', 'Skip-the-line']","[56, 121, 95, 77, 65, 90, 111, 133, 67, 65, 58, 55]"
EXP_104218,Transfers in Madrid,Traslado compartido aeropuerto-ciudad con silla infantil incluida,"Opción económica con paradas limitadas, con silla infantil incluida. Madrid.",Transfers,Madrid,3.4,227.95,4.9,416,"['Free cancellation', 'Mobile ticket', 'Wheelchair accessible']","[82, 76, 110, 93, 109, 105, 61, 93, 109, 108, 88, 83]"
EXP_104219,Local Experiences in Malaga,Velada tradicional en el Soho para toda la familia,Noche de música y cultura local en el Soho.,Local Experiences,Malaga,1.0,121.39,3.5,94,"['Skip-the-line', 'Instant confirmation']","[52, 58, 54, 130, 80, 103, 183, 101, 109, 40, 26, 33]"
EXP_104220,Attractions & Guided Tours in Madrid,Tour privado por el Retiro con recogida en el hotel,Visita exclusiva a el Retiro adaptada a tu ritmo.,Attractions & Guided Tours,Madrid,7.4,134.42,3.6,258,"['Mobile ticket', 'Instant confirmation', 'Skip-the-line']","[59, 76, 72, 42, 88, 43, 65, 44, 122, 52, 54, 56]"
EXP_104221,Attractions & Guided Tours in Tenerife,Recorrido histórico por el Auditorio de Tenerife al amanecer,Viaja al pasado de el Auditorio de Tenerife de la mano de un historiador.,Attractions & Guided Tours,Tenerife,1.8,102.04,4.9,1340,"['Free cancellation', 'Instant confirmation', 'Wheelchair accessible', 'Skip-the-line']","[89, 67, 145, 65, 61, 71, 84, 70, 92, 77, 73, 88]"
EXP_104222,Excursions & Day Trips in Tenerife,Escapada rural a Anaga con guía local,Jornada completa en Anaga con tiempo libre para explorar.,Excursions & Day Trips,Tenerife,5.9,218.23,4.0,1257,"['Mobile ticket', 'Free cancellation']","[63, 58, 64, 70, 49, 49, 36, 54, 35, 38, 57, 130]"
EXP_104223,Transfers in Seville,Traslado compartido aeropuerto-ciudad en taxi oficial 24 horas,"Opción económica con paradas limitadas, en taxi oficial. Seville.",Transfers,Seville,1.3,243.84,3.5,1039,"['Instant confirmation', 'Mobile ticket']","[89, 103, 92, 93, 181, 67, 41, 79, 96, 124, 121, 80]"
EXP_104224,Excursions & Day Trips in Valencia,Ruta guiada por Sagunto al amanecer,Recorrido guiado por Sagunto con paradas panorámicas.,Excursions & Day Trips,Valencia,7.6,98.48,3.5,693,"['Free cancellation', 'Instant confirmation', 'Wheelchair accessible', 'Skip-the-line']","[54, 68, 129, 124, 67, 99, 140, 96, 65, 48, 40, 30]"
EXP_104225,Tickets and Events in Malaga,Entrada combinada: el centro histórico edición premium,Ticket combinado que incluye el centro histórico y museos asociados.,Tickets and Events,Malaga,5.8,245.33,4.9,207,"['Mobile ticket', 'Free cancellation']","[110, 133, 0, 113, 0, 158, 172, 103, 293, 0, 0, 0]"
EXP_104226,Excursions & Day Trips in Tenerife,Ruta guiada por el Teide con guía local,Recorrido guiado por el Teide con paradas panorámicas.,Excursions & Day Trips,Tenerife,2.1,53.5,4.3,257,"['Mobile ticket', 'Skip-the-line']","[115, 70, 66, 78, 71, 55, 97, 93, 91, 67, 80, 67]"
EXP_104227,Local Experiences in Tenerife,Encuentro con artesanos de Puerto de la Cruz,Conoce talleres locales de Puerto de la Cruz y su oficio tradicional.,Local Experiences,Tenerife,5.5,187.46,3.8,91,"['Mobile ticket', 'Skip-the-line', 'Instant confirmation', 'Free cancellation']","[108, 91, 100, 82, 42, 59, 79, 91, 84, 81, 57, 92]"
EXP_104228,Local Experiences in Madrid,Cata de vinos de la sierra con degustación incluida,Degustación comentada de vinos de la sierra en un local con encanto.,Local Experiences,Madrid,7.7,163.3,4.8,1189,"['Mobile ticket', 'Instant confirmation']","[64, 111, 116, 89, 78, 69, 55, 53, 84, 75, 51, 66]"
